,text,label
19922,@_shannon1234 ;its &quot;boo-tee-full&quot; lol!  Gee i dont like the wat ole Felix treats Anna! He is such an ass.,1
19939,@_Slamma_ You are? AHHH! I'm so jealous. They commented me on myspace.. Haha! I doubt they'd tour in Australia ,0
19967,@ my big sis' (Zina) house...&amp; my battery is low...again...  ...n e way...what chall doin?,0
20007,"@_happygolucky_  wasn't meant to be an argument    as one said just an opinion ,  but always like to clear and clarify  things up",1
20009,"@_happygolucky_ Pretty disgusted with that story. Seriously, wtf?  No child under three should be able to open their own seat harness",0
20092,@_themillster_ are you coming too? That's exciting. I'm just drinking tea and watching Scuzz-Blink up next  http://myloc.me/1ntV,1
20100,@_tommyreza_ copy &amp; paste has been available for jailbroken iPhones for ages. I'm looking forward to turn by turn gps. ,1
20178,@ pspice26: oh my.  what bia are u talkin about?  do we need to rally the troops n take the bia out?  ,1
20190,@ rubymaree welll SORRY! that im not a massive twitter nerd! jst coz i dnt need to watch porn like you all the time ,1
20247,"@_jennnn thats a fucking creepy picture, @BAHAHAleslieee was right. @Gladystardust awww! thats sad!  hhhwy? lmao, we all MUST.",0
20288,@_Zafrina_ Morning Zafrina!!  Do you ever sleep??    Day is alright.  So far much better than yesterday!  Supposed to be cold though- boo,1
20304,"@ The Cathay Starbucks, playing cards. I don't get how to play Bridge  had a nice time playing pool. Ahhh.",0
20318,@ the job;; tired of these muthafuckas hangin up on me! Bitch pay ya muthafuckn debt!! Wtf !! LMAO! Can't be beastin on twitter 2day ,0
20321,"@ the mall shopping for my outfit 2nite...I really need a nap, but doesn't look like that's gonna happen ",0
20325,"@ the Oakland Marriott for TNT kickoff! My 1st kickoff was here 2 years ago, memories of being a nervous participant are flooding back ",1
20357,@_karthik ya ya! evlo teckinika time waste panranga!  but its kind of amazing how such a seemingly simple idea can turn into a big comp!,1
20372,@ the starbucks drive thru; already hyper after work.. but oh. it's gonna be a long night I can tell already ,1
20391,@ UZZZ09B i cannot use twitter on my phone. also: herd u has no phone bummers  i has limited internets also bummers.,0
20424,@01ps RAHHHHHH. dinner another time. I never check my phone on the way home  Only checked after I sat my ass down.,0
20484,"@_Lauren_Mallory potion? ...I hear ya with the no good food ever again thing.  But, it WILL be worth it! I promise!",0
20606,@ works 8 to 6 today  @livelaughsing the worst that could happen is that he tells my bro or he doesn't feel the same,0
20641,"@__AnnaD I KNOOOW - we were really hoping you could join - ah well, next time for sure  Little T was having a great time LOL",1
20750,@__laurenS my head feels like it's about to explode and my eyes ache if that makes sense  and i'm really warm still now,0
20772,"@13BeatKing im average height, wear average size lol in school for nursing and a lioness...rawr  i hope cat went to sleep",1
20785,"@14eleven See, and that psychobilly band was one of the BETTER ones I've come across today.  I actually like the guitar playing ",0
20832,@__luke the first season. disk two. i had them on my computer and then never saw them in order   it is amazing.,0
20835,"@__mares__ I dont think Dexter's father would approve him getting a passport - not that he cares, just to be difficult ",0
20875,@17THSNOOP Do I look like I'm laughin? Can't keep yo hand out the cookie jar I'm done you breakin my heart ,0
20882,"@18percentgrey Security issues are easy to solve, believe me  Open source, SHA-1 hashing crypto etc. Easy as pie and secure. ",1
20883,"@18percentgrey thanks for checking in on my blog! i don't think there is a word limit if you comment, would love your feedback ",1
20896,@19christopher92 WHAT'S UP MY HOMIEEEEEEEEEEE ???? I MISS YOU LIVE LAST NIGHT  I HOPE YOUR ON TONIGHT . I WILL HIT YOU UP CUTIE,0
20928,@_ohaii  hmm. I don't know anything anymore. Confused. Wish I could tell someone but I'm not too sure myself.,0
20932,@_Oodledoodle oooo fair nuff .. i doing mine now   and its my sis bday so throwingher a party (Y) n goin to cinema wbu?,0
20970,@1BOSSYCHICK hey girl I have no idea what I'm doing.  :-/  I don't like Twitter and Twitter on the iPhone is crazy confusing!!!  ,0
20980,@1capplegate And who would've thought that a show about some1 w/amnesia could be that funny?...but it is...I mean was ,0
21010,"@_ancthist thanks, yeah found a coin of Legio IIII Macdeonia with a IV and a IIII so both, i am happy with that ",1
21059,"@_rolando : Haha, Gatorade sounds good right now. They serve it in the gym after PE. but I don't have PE today ",0
21070,"@1capplegate I love Roma  Such a beautiful place, there is a great food market in Piaza Dei Fiori, go early for great Parmesan ;)",1
21095,"@_angelababy uhm, idk yet about the movie, but yeah, we can chill some other time, don't even trip on that ",1
21166,@_shannon1234  i think it will help . and whos sending all that crap to Jon ???!  he sounded upset lastnight ..   poor jon .. ,0
21260,"@1Kali3 Yaay!! I wish I could afford to come to LA  Everyone seems to want me to visit them on the west coast, LOL!",0
21313,"@1stLadyAye Your an exception to the rule, obviously.  I am browsing through profiles and every damn single woman has a kid! So sad ",0
21337,@_Chelsea_Marie We were very hyper. Some guys were playing football and they said &quot;britains got talents over&quot; mean  you love our singing!,0
21353,@_CINNA_ i work @ www.pathe.nl the biggest cinema chain in the N'lands (13 theaters hah) anywayz i do my thesis here about Bollywood film ,1
21361,"@_CorruptedAngel ha ha!! im good thanks! looking bit overcast here though, not that i would see much sun stuck indoors all day  x",0
21416,@_CrC_ Aww Chris....You're making us in the UK feel amazing! Thank You! Love You!!!!! Come over here and see us soon!  xx,1
21462,@_spacepilot yes its now happy belated #hoppusday for me.  OMG! My iPod just randomly started playing Adam's Song for #hoppusday PERFECT!!,0
21488,"@_supernatural_ http://twitpic.com/4gz8j - Any time babe! *tries not to faint* Seriously, this dude is going to be my death one day!   ...",1
21493,@_supernatural_ http://twitpic.com/6qds8 - O.o...sweet Jared!  What a wonderful thing to see first thing in the morning.  Could he be  ...,1
21590,"@254mochacharlie 12-step program not working too well...as you can see.    yes, excited about Fremont fair tomorrow. good ppl-watching!",0
21620,"@_elj oooooh, taking a gap year? You should sooo go to Australia and New Zealand! I'm shattered and sick of marking coursework! ",0
21628,@_emily_x I would let Take That in!! It would creep them out but they would never escape anyway so it doesn't really matter lol ,1
21637,"@2a2n aw. but i think it would be better if David himself helped you, so you will have a chance to hold him ",1
21645,"@2cent_bmike yeah, I'm looking forward to seeing my nervous ass boyfriend and my wicked ass freestyle  I wanna post it to my blog",1
21728,"@2RINCONZ4U I will go for sure next time 100 percent, so my game can rub off on you guys so you can get some ",1
21779,@_Gre I appreciate your attempts to make me accept that ticket but I'll keep on refusing it until my death  with love vicki?,1
21807,@30SECONDSTOMARS HAPPY ECHELON DAY!!  I'm so proud to be ECHELON and I'll be an echelon for ever and ever!! I promise you guys!!,1
21843,"@_hikky Still got a machine with PCI gfx card. Just PCI, no additional &quot;e&quot;. My VLB machine fubar'd, though ",0
21936,"@_jamz i miss you making me LOL, i'm getting you a scarf this weekend &amp; then we can play in the cold ",1
21956,@3CB Haiya...I might have a friend who can help you  A psychosocial scientist she's on twitter too(how's that for irony!),1
21974,"@3L1Z4B3TH Haha, it's okay. Everyone probs thinks it was me. It's always my fault when Dan feels hurt, now ",0
22071,@_krristii mkay! thanks! i'll go check it out!  ugh! so stoked for the album! why can't it be sept. 9th already??? ,1
22107,"@40GloccNWA LOL The snakes were nothing, but did you see how the cooger was trying to get a piece of my leg?  lol",0
22235,"@_metallicar You mean @deanwinchester wouldn't like my beer flavoured bikini? Ah well. Have to shut your door, wings soaped up next ",1
22267,@_Traci_ We just completely forgot.  We usually go down to Black Cat Comics once a month and this wasn't our weekend. ,0
22296,"@4rontLine LOL the tweet after that answers that question! of course i know where all ya'll are at, but it's a looowkey push ",0
22391,"@_Morrigan @DesertMaiden *Snort* sadly, it was related to my supper, not ZQ  I Burnt my mouth hella bad on corn-on-the- cob",0
22411,"@_nathy yesssss!  i saw them on projekt revolution last year, i was like OMG THE BRAVERY and no one else really seemed to care ",0
22481,@_peachykeen Why the spending ban? I'm supposed to be on a ban too...it's too hard with all the makeup goodies ,1
22484,"@_Pim_ I'm on the road now, but can't wait to see the footage of you climbing the Alpe d'huez six times! ",1
22520,@713black seriously I need to be riding with you! I'm one of those chicks who loves houston artists to death! Come pick me up ,0
22562,"@_rosieCAKES awwwwwwwwww damn, it was mad chill too, a diff crowd and not as crazy... just chill and fun!! wish u came ",0
22592,@8_6Eazy_C Damn it! That is also my favorite flavor....are you trying to make me eat ice cream again? I don't approve ,0
22710,@0summerbreeze0 He had an album come out like a year or two ago I think? Jon B. &lt;3 90's ftw. ,1
22711,"@0summerbreeze0 omg crazy! if ur blowing away, id def blow away the second i stepped outside! i remember last summer was scorching hottt ",0
22749,"@9thknight Michael, why don't you ever tell ME how amazing I am?  Let's face it, I AM pretty amazing.",0
22851,@a_willow Let me go check my mail....was reading a lengthy and complicated article a bout work &amp; haven't checked mail yet ,1
22902,@_shannon1234 ;I am a little. Are you? Im listening to nickelback now!  I think i would go crazyy with out my iPod!!,1
22908,"@_shona Ahhhh sorry D: But it becomes pretty obvious after like ten minutes ahaha. Btw, I have the rest of your present here! ",1
22990,@_SueClearwater_ I know... :giggles: But I have a space heater here... :pats @WerewolfEmbry's shoulder: I think it'll be okay. ,1
23021,@aaliyahlove69 I bought rlly cute polka dot nightie sets that we can hopefully use for our shoot! It's in pink/pink and black/pink ,1
23044,"@_supernatural_ http://twitpic.com/7m40c - He's so cute! Perfect picture for me today, since I'll be studying all day for exams. ",0
23077,@11thward @flytunes got his followers up b/c of his seductive virtual strip tease last night. I thing he going LIVE tonight for midnight ,1
23188,@aarkid_chris Terrible. One of those days when you never should have gotten out of bed.   I'll surviive though. And yourself?,0
23190,@AARON_IZDED omgggg lemme come over soon. I gotta show the peeps my screaming POWERRRR  and upload that flippin video of me hxc dancing!,1
23223,"@_Volk Yeees  The brothers Winchester. They rock &lt;3 How are you today? Tired of sleep, sleep and sleep? ;x",1
23254,@aaroncarter7 u never got back to me about the internship/Job thing  and you never said if you liked the banner i made  #AC,0
23276,"@_xbianca Guess what, I went to the shops today &amp; got some CADBURY drinking chocolate. &amp; its got Caramel in it! ",1
23406,@1045CHUMFM Pina! I'd make a request but I can't get to the online feed so I wouldn't be able to hear it! ,0
23427,"@Aaronisamess i feel like all i have been doing is complaining about the rain, but... WTF?! why won't it stop? ",0
23467,"@111adam Oh, I'll try and remember to bring those sony portable speakers back so we can sample in preparation for the CH. ",1
23502,@13rianDavis sometimes ... you just have to write it off ... and start from the top of your tweet stream.  The past has happened ,1
23522,@AaronRenfree aaron you have NO IDEA how jealous i am of you! wish i could be at the Summertime ball!  i hate revision and exams!,0
23538,@aaronwhite all 4 charity! I am 45 not very fit and still smoke  but I am dtermined the cause means a lot! thx for tip,0
23557,@16pebbles head to Chico  When I get my vacation time I will be using it on Chico though and I am excited about that.,0
23622,"@1CloudStrife **holds up her camera** and there's PICTURES that's going to be in all the ShinRa staff lounges, like, right now ",1
23653,@abadchris Thanks bro!! that means a lot!! -- its def. gonna be a FUN summer!!  -- hopefully i'll get to work w/ YOU GUYS ,1
23661,@abattista the showing we went to was maybe 35 percent full but yet some fat nasty smelling guy had to sit next to me  errr,0
23740,"@AbbyJeanne hahaha @ALPHABETlQUE made it much more entertaining, ryan just had a big grin on his face, and i watched through my fingers ",1
23750,@AbbyRo I would go in like 2 seconds if I wasn't 2300 miles away. I miss you.  And them. @megtastic1521 @samaracb,0
23812,"@AbeerAK woooooow I wanna join the maseera, but on bed rest can't drive  R thy going crazy or its the boring type?",0
23839,@abhinavsircar yay for ur new shopping !!!! i know u r goin to put up a snap of urs in that shirt on facebook soon  :p,1
23878,@Abigailjune92 Lol why am i daddy? IM ALWAYS MUMMY!! PlusI already have the dvd  NEW MOON FTW looks so much better than twilight already!,1
23939,@1nationchris awwwe..I'm sorry. They been doing ppl bad as long as I've lived in dc. U need a new spot ,1
23973,@1RUnited I can't watch the video in Singapore. &quot;This video is not available in your country due to copyright restrictions.&quot; sad ,0
24011,@abjay Pleasure to finally meet u!  Send that link for Pastors' wives when you get a chance. Workshop was awesome-hated to leave ,1
24017,"@Ablanchetjr come over boo whenever you can and we can nap together, i've been sleeping on my couch and missing you   muah.",0
24047,"@1beachsax11 Cause I can't bring him on trips. He's a diva &amp; constantly wants to play, its too much work ",0
24133,@2020photography I will. On mobile web right now. Hit me @ ampublicrelations@gmail with ur info. And yess it's super sad  lol,0
24142,@20Tree unbelievable but I used PSPvintage warmer for mastering. Kinda nice since it does gives tunes an amount of power in an odd way ,1
24158,"@1ChazD am chillaxin at home right now with the Fam,  prolly go somewhere tonight, but dnt know where yet, wkend looking bleak ",0
24178,@1cutechicwitfm Just haven't been tweeting as much...taking as much time away from computer as can! Downside is missing out on my tweeps ,0
24188,"@ABright Chef Jia's is the bomb.  House of Nanking is great and all, but not if I have to wait 20 minutes ",1
24208,"@absolutelytrue i'd trade my soul, if believed in them, to be present at the successful development of a positronic brain  asimov forever!",1
24222,@211me UGH! After trying for awhile I got the form filled out and then it went offline   I think I should win out of frustration!,0
24229,@21t did my #30minmeditation ... the house was loud though  but slowly I get back into it easy... meditation too needs training!,0
24256,"@absolutsilver Yeah, I need to stop signing up for 9 a.m. zoo volunteer shit. At least I can sleep in a bit tomorrow ",1
24312,@1jaredPADALECKI aww i missed the whole question answer thingy  youll have to let me know when its happening again. sucks diff time zones!,0
24420,@254mochacharlie I'm loving this weather! I don't think I ever remember a stretch this long w/o clouds or rain. Love it! ,1
24475,@1perfectbeauty go to settings and click the picture tab you'll find there. you can upload a picture from your hard-drive from there ,1
24546,@AceyBongos I'm good for it? What are they for though. I don't want to be greedy if I already have something ,1
24706,"@254mochacharlie oh yeah, that's right. I forgot that about cats. We're just there to pet &amp; feed them. ",1
24724,"@Acj80 thanks for the congrats, @soaps3 told me you sent it. I am twittering blindly, no computer  you can always dm me ",0
24754,@acowboyswife I'm so glad you had such faith in my going! I'm so stoked!!  Can't WAIT to see ya ;-) YAY Texas Girls!!!,1
24830,"@30SECONDSTOMARS i mean ozzys are australian what about your english, nz, south african etc fans living in New zealand!! i try i try ",0
24849,@30SecondstoMars The sky looks grey and cloudy here..going to start raining soon ;-) I'm afraid I haven't seen any aliens there yet ,0
24904,"@3CB coolness then. Cos in my vocab there's boys of the pub, my mboyz returned fire (police) and the ones of Neverland ",1
24913,@3eb I love you BUT iTunes version not available in NZ store...*crying in heap in corner* Please don't forget your international fans ,0
24934,@3minds I love @miahumphrey she's my boo!!!!  her n @kashmerenbt r my royal court. U were apart of it but then got FIRED!,1
24949,@3PDesigns Or you could cut and paste the url to make it easier for potential customers to find. Twitter can be great for that! ,1
24980,"@3thbi there were guys and I called 777 3ala 6ool , u have a point 9ara7aa but wasn't thinkin that way at the first ",0
24994,@4_s_m_4 no u cant call him tdort thats my nicknamee for him  sorry hahaa. yhh iwil.x yess samee samee. tc night.xx,0
25076,@ActorMcGuinness well ... the earth is always there.  She is a rock of solid love.  Then there's the sun ... eternally shining ,1
25107,"@2ndomo Yeah, most are aware   and it appears everyone thinks Lain is too smart for them or they've never heard of it.",1
25124,@2weetme she is pretty but let's be honest. Most beautiful girl is the one who's not using too much of a makeup ,1
25131,"@30dollardate Thank you!  I was actually thinking of how gorgeous u look at the recent meetups - and how dull i look in comparison, lol",1
25257,@adamconnor @pixelyzed you're right. i'm probably smoking so much crack that i have no idea i'm smoking it at all. ,1
25321,@30SECONDSTOMARS lately you mention all the song names you're working on. so probably maybe perhaps possibly you'll tell us the rest? ,1
25347,@30SECONDSTOMARS.I missed the deadline to sign up for the London summit  my pc went down and when i got back online the deadline had gone ,0
25399,"@30STMWithJared Glad you're well  i'm great, luckily i'm on holiday today  #echelonday #echelonday #echelonday #echelonday #echelonday",1
25415,@3Alexx It is AMAZING!!!  Its gonna get scratched sooo much though  Lol. I have 4 movies and 30 TV Shows on it already!! ,0
25443,"@adammshankman Love you on SYTYCD. Your choreography is great. Hope your broken heart is healing.   Much love from Jacksonville, FL.",0
25449,@adammurlewski damn that looks like fun! I'm still hanging about in the West Country when there's so much going on at home unfortunately ,0
25465,@AdamParnell Hopefully the links to new articles about Bev's new album will cheer you up! Just posted them. Hope you feel better!  xx,0
25482,@adamrowley &quot;The main difference appears to be an enhanced UI for the shopping cart screen. &quot; from TUAW. Nothing exiting ,0
25492,@AdamSchwabe  that's one of my fave covers ever! I ask him to play it every time I see him live but he never does ,0
25540,@3CB we might start as boss-bercue then the cow refuses with you getting stuck at b- Im left kwa mataa facing angry bosses  ,1
25636,@5minutesformom I would love to but I have to work during the day.   Working is getting in the way of my hanging out.,0
25639,@5tephaN ha ha! You just made me lol pretty hard. I'm still stayin here for Chaminade sadly. Kinda wanted to get away ,0
25649,@5windows Play your cards right and you can be @SunsBunny LOL Ummm anyway you look like an innocent angel but somehow I doubt it  xoxo,1
25653,"@606ItsYourTweet @Andy_Watt I can't even be bitter about that, as they have been most excellent this season. I cried into my Heineken ",0
25682,@ADC711 craziness going down - will give you the down-lo later. spent the weekend in taiwan w/ family... ben loved shilin night market!! ,1
25686,"@adccfighter worth it to resist-high in saturated fat, and they are often pumped full of hormones that can affect your own body chemistry ",0
25691,@Adcuz Solent Pedal postponed due to force 4 to 6 winds - Coast Guard will not allow us to attempt the task. Just a postponement ,0
25721,@6stringhero Have a great flight and tell her I said hello from S FLA.  And please rock and roll for me I love it!! ,1
25728,"@7_of_Nine ooc yup, /I/ don't have the money(wish I did sites look great, and my moms unwilling to spend business money ",0
25757,@addiscreson BTW That design was quite ahead of its day in 1999 when it was created  AA has no people -- they contract everything out.,1
25778,"@adecembertruth hey adt, guess what. my princelple's number plate is adtÃ¯Â¿Â½000 well its not 000, i just dunno the numbers. ",1
25809,@ademwithane We've been asked to hold off until it's official service which is still a month away   Amazing though isn't it?,0
25811,@adenisem Take her! You'll get 3d glasses  haha. It looks so cool. I had never seen a movie in 3d before.,1
25831,"@420thoughts I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",0
25836,@42istheanswer those are some AWESOME movies! It's too bad I fell asleep during the last part of LS&amp;2SB  But the cookies were gooooood! ;),0
25843,"@47project oh man, I wish we had a slut bot section in our supermarkets... Everything is bigger n better in the US  hahah",0
25993,"@8bithack Sadly, I was really looking forward to Crimson Skies. It's also d/l'd orig. games that don't work. ",0
26078,@527dunerica no.. it ended 3 hours ago. hehehe. but it was a fun get together.  u shud join next time. ,1
26136,@5FtHighMktgGuy My wife loved your photo of the AquaNote notepad in your shower.  It's posted on our website under Random Words of Love ,1
26255,@95sxbrown2gg Were you having problems uploading a new picture a few weeks ago??? How did you get a new one to upload?? HELP!! ,1
26323,"@83degrees powertwitter isn't working with firefox  i've tried uninstalling and reinstalling, to no avail... do you have a support page?",0
26390,@AdrianaMarshall well then don't pick them out and stay here with your friends. lol jk i know u can't do that. ,0
26402,"@adriangraham Because its so huge and I find self promotion wearying after a while. Am determined though, that should carry me through. ",1
26514,@adriarichards How do you like your Moleskine City book? I've heard mixed reviews. Good to see you've met my pal @bartka ,1
26524,@adrielhampton Yeah...I heard it and wanted to share with @James605 but couldn't remember # either. Too bad audio isn't searchable ,1
26569,@A_La_Rue never tried computer scrabble (maybe I should). I'm not very good anyway (you wouldn't have to bend rules to beat me) ,1
26581,"@a_willow Anyway, today may be the last day it is #1. LOL Had to get that out there while I could. ",1
26662,"@aab_123 We did it easy this time around, qualified with two games to spare, and only needing a point from the game overnight ",1
26677,@aahshulee lawl i had oodles of fun...since i didnt have to pay for overweight i splurged and got a cart thing hahaha ,1
26686,"@AaL17 Aw, it's night?  darn it!! Aw, aren't they? aybe one day they will be like that over there! ",0
26690,@a_mar_illo dude.....love it how you own DBH.....i wish my designs will get printed half as often as yours does. congrats! ,1
26705,@a_saliga This is awesome. I know someone that uses cs all the time even in their emails. I am signing the petition. ,1
26706,@a_simple_girl @BuzzEdition I have to miss the festivities this evening.  Heading up the hill and won't have internet and no BB service.,0
26818,"@a02toyota You like that mosquite quote Mark, I see others still retweeting it, and that was a while ago I put it up ",1
26822,"@a13igail the 27th is the last day  you HAVE to try it! let me know when you want it, i'll hook it up ;)",0
26824,@A1O that's exciting  I think I'm gonna get a ringtone of yours. When I come to ATL we are hanging out!,1
26865,@aefpix yes it will be a very long weekend. Lots of work to catch up on. I hope you have a wonderful one ,1
26915,@aafreen ethics nd all... ! kool... ! it may be  bcoz of ur looks and my prejudice. i didnt thought of dat.. ,1
26976,@AaronBTaylor yay ! YOU CALLED ME LUMPY !  no ones called me that for a while. how the fuck do you have 5 follows already ?!,1
26985,@aaroncarter7 u never got back to me about the internship/Job thing  and you never said if you liked the banner   i made  #AC,0
26986,@aaroncarter7 u never got back to me about the internship/Job thing  and you never said if you liked the banner i made    #AC,0
26988,@aaroncarter7 you have to be following me or I cant send you direct messages  #AC - Cassie (just talked to you on the phone),0
27001,@aestasbeyond Actually my stalker is from that group of people too come to think of it...the only guy I really liked killed himself ,0
27021,@afeceo Hahaha...My battery died a few days ago and I hadn't signed in since. I will do so now dear... ,1
27189,@AFoxLite I GUESS I DIDNT  HI @SophySophia NICE TO MEET U.. IM SPITS DA DAWN DA KO KID KINGPEN 1/3 OF THE KPC,0
27195,"@afranks... i cant type today... but yes, i agree... rebecca, randing quiet and many gabaldon books are too  ....",1
27235,@AaronUnicorn @ProphetAeron @HardwareJedi It's called &quot;She's Gotta Have Them!&quot;  It's a fun romp until the end. ,0
27297,"@against_stars Got it, thanks! I think I'll get my pages up in a bit, I'll get to tagging after that. ",1
27319,"@AgelessJen I was hoping to see it in its IMAX brilliance-but it's gone! (there yesterday  Haven't seen Terminator, maybe go there",0
27447,@AgentParrilla i use a program and loop random shit together until i come up with something that sounds good. i wanna lear piano though ,0
27471,"@Aggie8811 you are such a nerd!!!! I guess that means you'll have plenty of time to study, what with no class and all! ",1
27475,@agiam Air France Flight.  There was NOTHING the pilots could've done.  Bad weather and it sounds like bad things happened fast.  ,0
27476,"@agiam You're doing great! When you get more followers, you might want to download Tweetdeck. Manages things so much better than web! ",1
27536,@agreer No waste-sleep after landing is an investment in the rest of your trip!  I personally enjoy travel more when not sleep-deprived. ,1
27553,@aha_com I'm so excited to see the video when it comes out. The song is AMAZING as always. Great job guys. ,1
27569,"@abbyder to be even more specific, im sitting on that window sill you tried out with a purring cat in my lap... ",1
27621,@Ahern117 Hey Names Charlene. I see yoiu live in NY and like ashley. i love getting to know new people. comment back ,1
27658,"@aaroncorby Ice cream would have been good, I managed to hold off on the pasta til just now. It wasn't very nice ",0
27717,@aaronleaf oh wow! I clicked on your link out of interest - and saw my name! Thx  And media jobs in SA here: http://tinyurl.com/mztmf8,1
27737,@aaronrothe http://www.watch-movies-links.net/ I haven't watched a whole movie on it yet because I just learned about it but try that one ,1
27790,@AaronWoolala : aww.. alright then.. try not to stay sad too long yea. It's not good for the health! Must cheer up! ,1
27805,"@aaswartz and what about you, lovely lady? Busy, still up, so much on your plate?  When's our date?",1
27826,@abadchris OMG! I love ur voice chris..well actually all of you!!  Why havent you put vdos up recently?We miss you on Utube!! ,0
27862,@abdel1988 awh i'm srry  how? &amp; because i can't do anything because i have this sharp pain in my stomach  xo,0
27899,@Aidaa_ I'm cool...just got back from VA Beach...great!  Partied wit da ol' folks girl...it was soooo fun!  ,1
27959,@abhayshete Lol! Isnt that like all other things we do.?Arent we as a nation best only in doing just that? Why angry? ,1
28067,"@abideedles I hate calling ppl....it's crazy!!  Love emailing, FB chatting, Tweeting...just dread having to call ppl...crazy!! ",1
28094,"@abijones i finished my manifesto today  head boyancy here we come. just a whole play to learn... congrats, i bet its amazing",1
28113,@AbbieH5 any more info from Mashhad? I have loved one there and need to know what is happening. Can't contact her. ,0
28144,"@abjekt ???? what happened inadi inbox? haters again no doubt  i misss you Coco, please please please come to my par-tee x",0
28171,"@aikomastboom yeah, well it dried already (it happened the day before yesterday)... Keys aren't stuck anymore, but still don't work ",0
28240,"@AimeeRosie hehe there's 5 of us already...if you don't mind the noise, it's a great place!!!  Come on over!",1
28268,"@abrahamvegh well, the other company (Pelephone) is well known here in Israel. I guess that what's important, isn't it? ",1
28273,@abraxas3d first make something work  There are not a lot of differences between the two. At least for figuring out the basic stuff.,1
28297,@abbyfleming hey your comments aren't working.....? Nice blog change....I think you may are beating me on frequent blog layout changes ,1
28313,"@abbynormally sadly, i will be forced to learn from this mistake as it caused my blender to explode in a charred, smoking mess ",0
28331,"@ABSCBNNews BANK ROBBERY ON GOING fronting Elizabeth Sch., BF Resort Vill., Las Pinas City! --just passed thru there, traffic blocked ! ",0
28336,"@Absinthe_Review Good morning, did you have a bad experience with us? I am so sorry if we said something that offended you. ",0
28402,"@aimmonardo If it's not happening on it's own (sounds like maybe!), I'll bet that they'll induce you! Stay strong. ",1
28432,@AINow I was kidding!  I was just wondering if the encounter in the stairwell was staged...I still think Adam needs a bodyguard. ;),1
28443,@Abeeliever Not really but thank you Amy  Nice to have you try to cheer me up. That was just as helpful. (Big hugs!),1
28446,@abegruber I'm a Wii virgin  Just need to get my tweet on! Now I'm pumped and getting back to pixels &amp; vectors!,1
28510,"@AirheadUK washing off, comp was great..more people and FAB atmosphere. 1st in dist. and 2nd in exp. sess. ",1
28523,"@abhishek198 dude, i want little bit sugar with everything. and if she could ... she would make a tea with out sugar. ",1
28584,@Aishwarya_aura @FSteven thats the brief thing i was talking abt  think i saw a long fellow in glasses lol though quite far from rissa ,1
28587,@abigailcrook Having sandwiches nearly every day really does suck  so we tend to go out on Friday lunch breaks to relax in the pub :p,0
28590,@AbigailH Don't forget the couple hundred views the campaign had on youtube ;) - good proof of how hard it is to get SM Marketing right ,0
28684,"@aixelsiD This only proves to me that you are in fact a mac guy, all about window dressing. Substance, Chris, substance ",1
28707,@absolutspacegrl I could feel the excitement in that tweet! ;) I'll be watching the launch on NASA tv! How I love my directv!  seriously. ,1
28743,@ajaikarran @kristybarley Do you have a portable DVD player we could borrow for an upcoming road trip? Elmo wants to go to Florida. ,1
28751,@AJayGoforth o-o-o-o-o-o-o-o-o key  love you BRO!! when R U gonna visit me here on campus?,1
28788,@abrakapocus Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets! ,1
28808,"@absentelk http://twitpic.com/31kwi - Awww, Me and Kay saw some cows at the farm.  They looked depressed.  Badtimes.    Kay name ...",0
28835,"@ajlinden I dont slash.  I was talking about professionally published fic in the early 70s... Original ST fic, you know.  ",1
28848,@ajmclean_team Well thank you... but I still donÃ‚Â´t get it!! where did it came from? Sorry... But im curious now... ,1
28892,@abtony Amount cant be ignored  i hope bank &amp; cops gets u justice. I think u should Change ur bank account.,0
28912,@acarback I've been on the waiting list ever since Google acquired GrandCentral :/ I wish I would've signed up just a day before that! ,0
28915,"@acarvin I encourage it.  On a serious note, we have some great active duty Soldiers on Twitter - even in Iraq and Afghanistan.",1
28931,@abtony Is the loss huge? You'll have to file a case &amp; push them hard. I hope the loss is manageable! ,0
28969,@acalmond Well as a guitar player who would cherish a work of art like that it sickens me and worse!  Thanks for commiserating with me!  ,1
29009,"@Accessories_UK I wish I had some, I am beat today!  Just had fire warden training which didn't help and I forgot my lunch ",0
29047,@acelo Does he still live in English Turn? I live about five minutes away. Might have to drop off a beat CD. ,1
29048,"@acelong   They are starting renovations. We have like, no lobby anymore.  and absolutly no tables, so everything is to go. ",1
29055,@acedtect I have one of the logitech left handed mice (mouses?) I wish more hardware was available for lefties..  (like a nostromo..),0
29124,@AceyBongos Erm... and how about the rest of Europe? We are the same region for some things and separate regions for others... ,0
29138,"@ajruckman no problem about all the tweets, send as many as needed  It is interesting how people come to such different pol. conclusions",1
29144,"@ajsouthern My dad gave the kids one last summer and I think it is just the regular ol' one.  And yes, Roll Tide! ",1
29158,"@AJWallace ah cheers. for civilsation, its sparta, olympics, theatre and what else? im so screwed - I have no notes ",0
29176,"@achillesmama Well, enjoy it, and have a great day   You are more than welcome to our rain. Me no likey, LOL",1
29223,@achristopherf unfortunately I can't because there's some family commitment... Whole day long... Have to dress up and get ready now .. ,1
29242,"@aciel Hihihi... udah nyoba UberTwitter belum? atau TweetGenius? katanya lebih bagus dari Twitter Berry lho, oh iya emailnya saya gak ada ",0
